timestamp,cars.k,car.ksi,vandrivers,car_ksi
2/14/71,119,1632,10,7.398174
2/15/71,107,1687,12,7.4313
2/16/71,97,1508,6,7.319202
2/17/71,102,1507,12,7.31854
2/18/71,87,1385,8,7.234177
2/19/71,119,1632,10,7.398174
2/20/71,107,1687,12,7.4313
2/21/71,97,1508,6,7.319202
2/22/71,102,1507,12,7.31854
2/23/71,87,1385,8,7.234177
2/24/71,119,1632,10,7.398174
2/25/71,107,1687,12,7.4313
2/26/71,97,1508,6,7.319202
2/27/71,102,1507,12,7.31854
2/28/71,87,1385,8,7.234177
3/1/71,119,1632,10,7.398174
3/2/71,107,1687,12,7.4313
3/3/71,97,1508,6,7.319202
3/4/71,102,1507,12,7.31854
3/5/71,87,1385,8,7.234177
3/6/71,119,1632,10,7.398174
3/7/71,107,1687,12,7.4313
3/8/71,97,1508,6,7.319202
3/9/71,102,1507,12,7.31854
3/10/71,87,1385,8,7.234177
3/11/71,119,1632,10,7.398174
3/12/71,107,1687,12,7.4313
3/13/71,97,1508,6,7.319202
3/14/71,102,1507,12,7.31854
3/15/71,87,1385,8,7.234177
3/16/71,119,1632,10,7.398174
3/17/71,107,1687,12,7.4313
3/18/71,97,1508,6,7.319202
3/19/71,102,1507,12,7.31854
3/20/71,87,1385,8,7.234177
3/21/71,119,1632,10,7.398174
3/22/71,107,1687,12,7.4313
3/23/71,97,1508,6,7.319202
3/24/71,102,1507,12,7.31854
3/25/71,87,1385,8,7.234177
3/26/71,119,1632,10,7.398174
3/27/71,107,1687,12,7.4313
3/28/71,97,1508,6,7.319202
3/29/71,102,1507,12,7.31854
3/30/71,87,1385,8,7.234177
3/31/71,119,1632,10,7.398174
4/1/71,107,1687,12,7.4313
4/2/71,97,1508,6,7.319202
4/3/71,102,1507,12,7.31854
4/4/71,87,1385,8,7.234177
4/5/71,119,1632,10,7.398174
4/6/71,107,1687,12,7.4313
4/7/71,97,1508,6,7.319202
4/8/71,102,1507,12,7.31854
4/9/71,87,1385,8,7.234177
4/10/71,119,1632,10,7.398174
4/11/71,107,1687,12,7.4313
4/12/71,97,1508,6,7.319202
4/13/71,102,1507,12,7.31854
4/14/71,87,1385,8,7.234177
4/15/71,119,1632,10,7.398174
4/16/71,107,1687,12,7.4313
4/17/71,97,1508,6,7.319202
4/18/71,102,1507,12,7.31854
4/19/71,87,1385,8,7.234177
4/20/71,119,1632,10,7.398174
4/21/71,107,1687,12,7.4313
4/22/71,97,1508,6,7.319202
4/23/71,102,1507,12,7.31854
4/24/71,87,1385,8,7.234177
4/25/71,119,1632,10,7.398174
4/26/71,107,1687,12,7.4313
4/27/71,97,1508,6,7.319202
4/28/71,102,1507,12,7.31854
4/29/71,87,1385,8,7.234177
4/30/71,119,1632,10,7.398174
5/1/71,107,1687,12,7.4313
5/2/71,97,1508,6,7.319202
5/3/71,102,1507,12,7.31854
5/4/71,87,1385,8,7.234177
5/5/71,119,1632,10,7.398174
5/6/71,107,1687,12,7.4313
5/7/71,97,1508,6,7.319202
5/8/71,102,1507,12,7.31854
5/9/71,87,1385,8,7.234177
5/10/71,119,1632,10,7.398174
5/11/71,107,1687,12,7.4313
5/12/71,97,1508,6,7.319202
5/13/71,102,1507,12,7.31854
5/14/71,87,1385,8,7.234177
5/15/71,119,1632,10,7.398174
5/16/71,107,1687,12,7.4313
5/17/71,97,1508,6,7.319202
5/18/71,102,1507,12,7.31854
5/19/71,87,1385,8,7.234177
5/20/71,119,1632,10,7.398174
5/21/71,107,1687,12,7.4313
5/22/71,97,1508,6,7.319202
5/23/71,102,1507,12,7.31854
5/24/71,87,1385,8,7.234177
5/25/71,119,1632,10,7.398174
5/26/71,107,1687,12,7.4313
5/27/71,97,1508,6,7.319202
5/28/71,102,1507,12,7.31854
5/29/71,87,1385,8,7.234177
5/30/71,119,1632,10,7.398174
5/31/71,107,1687,12,7.4313
6/1/71,97,1508,6,7.319202
6/2/71,102,1507,12,7.31854
6/3/71,87,1385,8,7.234177
6/4/71,119,1632,10,7.398174
6/5/71,107,1687,12,7.4313
6/6/71,97,1508,6,7.319202
6/7/71,102,1507,12,7.31854
6/8/71,87,1385,8,7.234177
6/9/71,119,1632,10,7.398174
6/10/71,107,1687,12,7.4313
6/11/71,97,1508,6,7.319202
6/12/71,102,1507,12,7.31854
6/13/71,87,1385,8,7.234177
6/14/71,119,1632,10,7.398174
6/15/71,107,1687,12,7.4313
6/16/71,97,1508,6,7.319202
6/17/71,102,1507,12,7.31854
6/18/71,87,1385,8,7.234177
6/19/71,119,1632,10,7.398174
6/20/71,107,1687,12,7.4313
6/21/71,97,1508,6,7.319202
6/22/71,102,1507,12,7.31854
6/23/71,87,1385,8,7.234177
6/24/71,119,1632,10,7.398174
6/25/71,107,1687,12,7.4313
6/26/71,97,1508,6,7.319202
6/27/71,102,1507,12,7.31854
6/28/71,87,1385,8,7.234177
6/29/71,119,1632,10,7.398174
6/30/71,107,1687,12,7.4313
7/1/71,97,1508,6,7.319202
7/2/71,102,1507,12,7.31854
7/3/71,87,1385,8,7.234177
7/4/71,119,1632,10,7.398174
7/5/71,107,1687,12,7.4313
7/6/71,97,1508,6,7.319202
7/7/71,102,1507,12,7.31854
7/8/71,87,1385,8,7.234177
7/9/71,119,1632,10,7.398174
7/10/71,107,1687,12,7.4313
7/11/71,97,1508,6,7.319202
7/12/71,102,1507,12,7.31854
7/13/71,87,1385,8,7.234177
7/14/71,119,1632,10,7.398174
7/15/71,107,1687,12,7.4313
7/16/71,97,1508,6,7.319202
7/17/71,102,1507,12,7.31854
7/18/71,87,1385,8,7.234177
7/19/71,119,1632,10,7.398174
7/20/71,107,1687,12,7.4313
7/21/71,97,1508,6,7.319202
7/22/71,102,1507,12,7.31854
7/23/71,87,1385,8,7.234177
7/24/71,119,1632,10,7.398174
7/25/71,107,1687,12,7.4313
7/26/71,97,1508,6,7.319202
7/27/71,102,1507,12,7.31854
7/28/71,87,1385,8,7.234177
7/29/71,119,1632,10,7.398174
7/30/71,107,1687,12,7.4313
7/31/71,97,1508,6,7.319202
8/1/71,102,1507,12,7.31854
8/2/71,87,1385,8,7.234177
8/3/71,119,1632,10,7.398174
8/4/71,107,1687,12,7.4313
8/5/71,97,1508,6,7.319202
8/6/71,102,1507,12,7.31854
8/7/71,87,1385,8,7.234177
8/8/71,119,1632,10,7.398174
8/9/71,107,1687,12,7.4313
8/10/71,97,1508,6,7.319202
8/11/71,102,1507,12,7.31854
8/12/71,87,1385,8,7.234177
8/13/71,119,1632,10,7.398174
8/14/71,107,1687,12,7.4313
8/15/71,97,1508,6,7.319202
8/16/71,102,1507,12,7.31854
8/17/71,87,1385,8,7.234177
8/18/71,119,1632,10,7.398174
8/19/71,107,1687,12,7.4313
8/20/71,97,1508,6,7.319202
8/21/71,102,1507,12,7.31854
8/22/71,87,1385,8,7.234177
8/23/71,119,1632,10,7.398174
8/24/71,107,1687,12,7.4313
8/25/71,97,1508,6,7.319202
8/26/71,102,1507,12,7.31854
8/27/71,87,1385,8,7.234177
8/28/71,119,1632,10,7.398174
8/29/71,107,1687,12,7.4313
8/30/71,97,1508,6,7.319202
8/31/71,102,1507,12,7.31854
9/1/71,87,1385,8,7.234177
9/2/71,119,1632,10,7.398174
9/3/71,107,1687,12,7.4313
9/4/71,97,1508,6,7.319202
9/5/71,102,1507,12,7.31854
9/6/71,87,1385,8,7.234177
9/7/71,119,1632,10,7.398174
9/8/71,107,1687,12,7.4313
9/9/71,97,1508,6,7.319202
9/10/71,102,1507,12,7.31854
9/11/71,87,1385,8,7.234177
9/12/71,119,1632,10,7.398174
9/13/71,107,1687,12,7.4313
9/14/71,97,1508,6,7.319202
9/15/71,102,1507,12,7.31854
9/16/71,87,1385,8,7.234177
9/17/71,119,1632,10,7.398174
9/18/71,107,1687,12,7.4313
9/19/71,97,1508,6,7.319202
9/20/71,102,1507,12,7.31854
9/21/71,87,1385,8,7.234177
9/22/71,119,1632,10,7.398174
9/23/71,107,1687,12,7.4313
9/24/71,97,1508,6,7.319202
9/25/71,102,1507,12,7.31854
9/26/71,87,1385,8,7.234177
9/27/71,119,1632,10,7.398174
9/28/71,107,1687,12,7.4313
9/29/71,97,1508,6,7.319202
9/30/71,102,1507,12,7.31854
10/1/71,87,1385,8,7.234177
10/2/71,119,1632,10,7.398174
10/3/71,107,1687,12,7.4313
10/4/71,97,1508,6,7.319202
10/5/71,102,1507,12,7.31854
10/6/71,87,1385,8,7.234177
10/7/71,119,1632,10,7.398174
10/8/71,107,1687,12,7.4313
10/9/71,97,1508,6,7.319202
10/10/71,102,1507,12,7.31854
10/11/71,87,1385,8,7.234177
10/12/71,119,1632,10,7.398174
10/13/71,107,1687,12,7.4313
10/14/71,97,1508,6,7.319202
10/15/71,102,1507,12,7.31854
10/16/71,87,1385,8,7.234177
10/17/71,119,1632,10,7.398174
10/18/71,107,1687,12,7.4313
10/19/71,97,1508,6,7.319202
10/20/71,102,1507,12,7.31854
10/21/71,87,1385,8,7.234177
10/22/71,119,1632,10,7.398174
10/23/71,107,1687,12,7.4313
10/24/71,97,1508,6,7.319202
10/25/71,102,1507,12,7.31854
10/26/71,87,1385,8,7.234177
10/27/71,119,1632,10,7.398174
10/28/71,107,1687,12,7.4313
10/29/71,97,1508,6,7.319202
10/30/71,102,1507,12,7.31854
10/31/71,87,1385,8,7.234177
11/1/71,119,1632,10,7.398174
11/2/71,107,1687,12,7.4313
11/3/71,97,1508,6,7.319202
11/4/71,102,1507,12,7.31854
11/5/71,87,1385,8,7.234177
11/6/71,119,1632,10,7.398174
11/7/71,107,1687,12,7.4313
11/8/71,97,1508,6,7.319202
11/9/71,102,1507,12,7.31854
11/10/71,87,1385,8,7.234177
11/11/71,119,1632,10,7.398174
11/12/71,107,1687,12,7.4313
11/13/71,97,1508,6,7.319202
11/14/71,102,1507,12,7.31854
11/15/71,87,1385,8,7.234177
11/16/71,119,1632,10,7.398174
11/17/71,107,1687,12,7.4313
11/18/71,97,1508,6,7.319202
11/19/71,102,1507,12,7.31854
11/20/71,87,1385,8,7.234177
11/21/71,119,1632,10,7.398174
11/22/71,107,1687,12,7.4313
11/23/71,97,1508,6,7.319202
11/24/71,102,1507,12,7.31854
11/25/71,87,1385,8,7.234177
11/26/71,119,1632,10,7.398174
11/27/71,107,1687,12,7.4313
11/28/71,97,1508,6,7.319202
11/29/71,102,1507,12,7.31854
11/30/71,87,1385,8,7.234177
12/1/71,119,1632,10,7.398174
12/2/71,107,1687,12,7.4313
12/3/71,97,1508,6,7.319202
12/4/71,102,1507,12,7.31854
12/5/71,87,1385,8,7.234177
12/6/71,119,1632,10,7.398174
12/7/71,107,1687,12,7.4313
12/8/71,97,1508,6,7.319202
12/9/71,102,1507,12,7.31854
12/10/71,87,1385,8,7.234177
12/11/71,119,1632,10,7.398174
12/12/71,107,1687,12,7.4313
12/13/71,97,1508,6,7.319202
12/14/71,102,1507,12,7.31854
12/15/71,87,1385,8,7.234177
12/16/71,119,1632,10,7.398174
12/17/71,107,1687,12,7.4313
12/18/71,97,1508,6,7.319202
12/19/71,102,1507,12,7.31854
12/20/71,87,1385,8,7.234177
12/21/71,119,1632,10,7.398174
12/22/71,107,1687,12,7.4313
12/23/71,97,1508,6,7.319202
12/24/71,102,1507,12,7.31854
12/25/71,87,1385,8,7.234177
12/26/71,119,1632,10,7.398174
12/27/71,107,1687,12,7.4313
12/28/71,97,1508,6,7.319202
12/29/71,102,1507,12,7.31854
12/30/71,87,1385,8,7.234177
12/31/71,119,1632,10,7.398174
1/1/72,107,1687,12,7.4313
1/2/72,97,1508,6,7.319202
1/3/72,102,1507,12,7.31854
1/4/72,87,1385,8,7.234177
1/5/72,119,1632,10,7.398174
1/6/72,107,1687,12,7.4313
1/7/72,97,1508,6,7.319202
1/8/72,102,1507,12,7.31854
1/9/72,87,1385,8,7.234177
1/10/72,119,1632,10,7.398174
1/11/72,107,1687,12,7.4313
1/12/72,97,1508,6,7.319202
1/13/72,102,1507,12,7.31854
1/14/72,87,1385,8,7.234177
1/15/72,119,1632,10,7.398174
1/16/72,107,1687,12,7.4313
1/17/72,97,1508,6,7.319202
1/18/72,102,1507,12,7.31854
1/19/72,87,1385,8,7.234177
1/20/72,119,1632,10,7.398174
1/21/72,107,1687,12,7.4313
1/22/72,97,1508,6,7.319202
1/23/72,102,1507,12,7.31854
1/24/72,87,1385,8,7.234177
1/25/72,119,1632,10,7.398174
1/26/72,107,1687,12,7.4313
1/27/72,97,1508,6,7.319202
1/28/72,102,1507,12,7.31854
1/29/72,87,1385,8,7.234177
1/30/72,119,1632,10,7.398174
1/31/72,107,1687,12,7.4313
2/1/72,97,1508,6,7.319202
2/2/72,102,1507,12,7.31854
2/3/72,87,1385,8,7.234177
2/4/72,119,1632,10,7.398174
2/5/72,107,1687,12,7.4313
2/6/72,97,1508,6,7.319202
2/7/72,102,1507,12,7.31854
2/8/72,87,1385,8,7.234177
2/9/72,119,1632,10,7.398174
2/10/72,107,1687,12,7.4313
2/11/72,97,1508,6,7.319202
2/12/72,102,1507,12,7.31854
2/13/72,87,1385,8,7.234177
2/14/72,119,1632,10,7.398174
2/15/72,107,1687,12,7.4313
2/16/72,97,1508,6,7.319202
2/17/72,102,1507,12,7.31854
2/18/72,87,1385,8,7.234177
2/19/72,119,1632,10,7.398174
2/20/72,107,1687,12,7.4313
2/21/72,97,1508,6,7.319202
2/22/72,102,1507,12,7.31854
2/23/72,87,1385,8,7.234177
2/24/72,119,1632,10,7.398174
2/25/72,107,1687,12,7.4313
2/26/72,97,1508,6,7.319202
2/27/72,102,1507,12,7.31854
2/28/72,87,1385,8,7.234177
2/29/72,119,1632,10,7.398174
3/1/72,107,1687,12,7.4313
3/2/72,97,1508,6,7.319202
3/3/72,102,1507,12,7.31854
3/4/72,87,1385,8,7.234177
3/5/72,119,1632,10,7.398174
3/6/72,107,1687,12,7.4313
3/7/72,97,1508,6,7.319202
3/8/72,102,1507,12,7.31854
3/9/72,87,1385,8,7.234177
3/10/72,119,1632,10,7.398174
3/11/72,107,1687,12,7.4313
3/12/72,97,1508,6,7.319202
3/13/72,102,1507,12,7.31854
3/14/72,87,1385,8,7.234177
3/15/72,119,1632,10,7.398174
3/16/72,107,1687,12,7.4313
3/17/72,97,1508,6,7.319202
3/18/72,102,1507,12,7.31854
3/19/72,87,1385,8,7.234177
3/20/72,119,1632,10,7.398174
3/21/72,107,1687,12,7.4313
3/22/72,97,1508,6,7.319202
3/23/72,102,1507,12,7.31854
3/24/72,87,1385,8,7.234177
3/25/72,119,1632,10,7.398174
3/26/72,107,1687,12,7.4313
3/27/72,97,1508,6,7.319202
3/28/72,102,1507,12,7.31854
3/29/72,87,1385,8,7.234177
3/30/72,119,1632,10,7.398174
3/31/72,107,1687,12,7.4313
4/1/72,97,1508,6,7.319202
4/2/72,102,1507,12,7.31854
4/3/72,87,1385,8,7.234177
4/4/72,119,1632,10,7.398174
4/5/72,107,1687,12,7.4313
4/6/72,97,1508,6,7.319202
4/7/72,102,1507,12,7.31854
4/8/72,87,1385,8,7.234177
4/9/72,119,1632,10,7.398174
4/10/72,107,1687,12,7.4313
4/11/72,97,1508,6,7.319202
4/12/72,102,1507,12,7.31854
4/13/72,87,1385,8,7.234177
4/14/72,119,1632,10,7.398174
4/15/72,107,1687,12,7.4313
4/16/72,97,1508,6,7.319202
4/17/72,102,1507,12,7.31854
4/18/72,87,1385,8,7.234177
4/19/72,119,1632,10,7.398174
4/20/72,107,1687,12,7.4313
4/21/72,97,1508,6,7.319202
4/22/72,102,1507,12,7.31854
4/23/72,87,1385,8,7.234177
4/24/72,119,1632,10,7.398174
4/25/72,107,1687,12,7.4313
4/26/72,97,1508,6,7.319202
4/27/72,102,1507,12,7.31854
4/28/72,87,1385,8,7.234177
4/29/72,119,1632,10,7.398174
4/30/72,107,1687,12,7.4313
5/1/72,97,1508,6,7.319202
5/2/72,102,1507,12,7.31854
5/3/72,87,1385,8,7.234177
5/4/72,119,1632,10,7.398174
5/5/72,107,1687,12,7.4313
5/6/72,97,1508,6,7.319202
5/7/72,102,1507,12,7.31854
5/8/72,87,1385,8,7.234177
5/9/72,119,1632,10,7.398174
5/10/72,107,1687,12,7.4313
5/11/72,97,1508,6,7.319202
5/12/72,102,1507,12,7.31854
5/13/72,87,1385,8,7.234177
5/14/72,119,1632,10,7.398174
5/15/72,107,1687,12,7.4313
5/16/72,97,1508,6,7.319202
5/17/72,102,1507,12,7.31854
5/18/72,87,1385,8,7.234177
5/19/72,119,1632,10,7.398174
5/20/72,107,1687,12,7.4313
5/21/72,97,1508,6,7.319202
5/22/72,102,1507,12,7.31854
5/23/72,87,1385,8,7.234177
5/24/72,119,1632,10,7.398174
5/25/72,107,1687,12,7.4313
5/26/72,97,1508,6,7.319202
5/27/72,102,1507,12,7.31854
5/28/72,87,1385,8,7.234177
5/29/72,119,1632,10,7.398174
5/30/72,107,1687,12,7.4313
5/31/72,97,1508,6,7.319202
6/1/72,102,1507,12,7.31854
6/2/72,87,1385,8,7.234177
6/3/72,119,1632,10,7.398174
6/4/72,107,1687,12,7.4313
6/5/72,97,1508,6,7.319202
6/6/72,102,1507,12,7.31854
6/7/72,87,1385,8,7.234177
6/8/72,119,1632,10,7.398174
6/9/72,107,1687,12,7.4313
6/10/72,97,1508,6,7.319202
6/11/72,102,1507,12,7.31854
6/12/72,87,1385,8,7.234177
6/13/72,119,1632,10,7.398174
6/14/72,107,1687,12,7.4313
6/15/72,97,1508,6,7.319202
6/16/72,102,1507,12,7.31854
6/17/72,87,1385,8,7.234177
6/18/72,119,1632,10,7.398174
6/19/72,107,1687,12,7.4313
6/20/72,97,1508,6,7.319202
6/21/72,102,1507,12,7.31854
6/22/72,87,1385,8,7.234177
6/23/72,119,1632,10,7.398174
6/24/72,107,1687,12,7.4313
6/25/72,97,1508,6,7.319202
6/26/72,102,1507,12,7.31854
6/27/72,87,1385,8,7.234177
6/28/72,119,1632,10,7.398174
6/29/72,107,1687,12,7.4313
6/30/72,97,1508,6,7.319202
7/1/72,102,1507,12,7.31854
7/2/72,87,1385,8,7.234177
7/3/72,119,1632,10,7.398174
7/4/72,107,1687,12,7.4313
7/5/72,97,1508,6,7.319202
7/6/72,102,1507,12,7.31854
7/7/72,87,1385,8,7.234177
7/8/72,119,1632,10,7.398174
7/9/72,107,1687,12,7.4313
7/10/72,97,1508,6,7.319202
7/11/72,102,1507,12,7.31854
7/12/72,87,1385,8,7.234177
7/13/72,119,1632,10,7.398174
7/14/72,107,1687,12,7.4313
7/15/72,97,1508,6,7.319202
7/16/72,102,1507,12,7.31854
7/17/72,87,1385,8,7.234177
7/18/72,119,1632,10,7.398174
7/19/72,107,1687,12,7.4313
7/20/72,97,1508,6,7.319202
7/21/72,102,1507,12,7.31854
7/22/72,87,1385,8,7.234177
7/23/72,119,1632,10,7.398174
7/24/72,107,1687,12,7.4313
7/25/72,97,1508,6,7.319202
7/26/72,102,1507,12,7.31854
7/27/72,87,1385,8,7.234177
7/28/72,119,1632,10,7.398174
7/29/72,107,1687,12,7.4313
7/30/72,97,1508,6,7.319202
7/31/72,102,1507,12,7.31854
8/1/72,87,1385,8,7.234177
8/2/72,119,1632,10,7.398174
8/3/72,107,1687,12,7.4313
8/4/72,97,1508,6,7.319202
8/5/72,102,1507,12,7.31854
8/6/72,87,1385,8,7.234177
8/7/72,119,1632,10,7.398174
8/8/72,107,1687,12,7.4313
8/9/72,97,1508,6,7.319202
8/10/72,102,1507,12,7.31854
8/11/72,87,1385,8,7.234177
8/12/72,119,1632,10,7.398174
8/13/72,107,1687,12,7.4313
8/14/72,97,1508,6,7.319202
8/15/72,102,1507,12,7.31854
8/16/72,87,1385,8,7.234177
8/17/72,119,1632,10,7.398174
8/18/72,107,1687,12,7.4313
8/19/72,97,1508,6,7.319202
8/20/72,102,1507,12,7.31854
8/21/72,87,1385,8,7.234177
8/22/72,119,1632,10,7.398174
8/23/72,107,1687,12,7.4313
8/24/72,97,1508,6,7.319202
8/25/72,102,1507,12,7.31854
8/26/72,87,1385,8,7.234177
8/27/72,119,1632,10,7.398174
8/28/72,107,1687,12,7.4313
8/29/72,97,1508,6,7.319202
8/30/72,102,1507,12,7.31854
8/31/72,87,1385,8,7.234177
9/1/72,119,1632,10,7.398174
9/2/72,107,1687,12,7.4313
9/3/72,97,1508,6,7.319202
9/4/72,102,1507,12,7.31854
9/5/72,87,1385,8,7.234177
9/6/72,119,1632,10,7.398174
9/7/72,107,1687,12,7.4313
9/8/72,97,1508,6,7.319202
9/9/72,102,1507,12,7.31854
9/10/72,87,1385,8,7.234177
9/11/72,119,1632,10,7.398174
9/12/72,107,1687,12,7.4313
9/13/72,97,1508,6,7.319202
9/14/72,102,1507,12,7.31854
9/15/72,87,1385,8,7.234177
9/16/72,119,1632,10,7.398174
9/17/72,107,1687,12,7.4313
9/18/72,97,1508,6,7.319202
9/19/72,102,1507,12,7.31854
9/20/72,87,1385,8,7.234177
9/21/72,119,1632,10,7.398174
9/22/72,107,1687,12,7.4313
9/23/72,97,1508,6,7.319202
9/24/72,102,1507,12,7.31854
9/25/72,87,1385,8,7.234177
9/26/72,119,1632,10,7.398174
9/27/72,107,1687,12,7.4313
9/28/72,97,1508,6,7.319202
9/29/72,102,1507,12,7.31854
9/30/72,87,1385,8,7.234177
10/1/72,119,1632,10,7.398174
10/2/72,107,1687,12,7.4313
10/3/72,97,1508,6,7.319202
10/4/72,102,1507,12,7.31854
10/5/72,87,1385,8,7.234177
10/6/72,119,1632,10,7.398174
10/7/72,107,1687,12,7.4313
10/8/72,97,1508,6,7.319202
10/9/72,102,1507,12,7.31854
10/10/72,87,1385,8,7.234177
10/11/72,119,1632,10,7.398174
10/12/72,107,1687,12,7.4313
10/13/72,97,1508,6,7.319202
10/14/72,102,1507,12,7.31854
10/15/72,87,1385,8,7.234177
10/16/72,119,1632,10,7.398174
10/17/72,107,1687,12,7.4313
10/18/72,97,1508,6,7.319202
10/19/72,102,1507,12,7.31854
10/20/72,87,1385,8,7.234177
10/21/72,119,1632,10,7.398174
10/22/72,107,1687,12,7.4313
10/23/72,97,1508,6,7.319202
10/24/72,102,1507,12,7.31854
10/25/72,87,1385,8,7.234177
10/26/72,119,1632,10,7.398174
10/27/72,107,1687,12,7.4313
10/28/72,97,1508,6,7.319202
10/29/72,102,1507,12,7.31854
10/30/72,87,1385,8,7.234177
10/31/72,119,1632,10,7.398174
11/1/72,107,1687,12,7.4313
11/2/72,97,1508,6,7.319202
11/3/72,102,1507,12,7.31854
11/4/72,87,1385,8,7.234177
11/5/72,119,1632,10,7.398174
11/6/72,107,1687,12,7.4313
11/7/72,97,1508,6,7.319202
11/8/72,102,1507,12,7.31854
11/9/72,87,1385,8,7.234177
11/10/72,119,1632,10,7.398174
11/11/72,107,1687,12,7.4313
11/12/72,97,1508,6,7.319202
11/13/72,102,1507,12,7.31854
11/14/72,87,1385,8,7.234177
11/15/72,119,1632,10,7.398174
11/16/72,107,1687,12,7.4313
11/17/72,97,1508,6,7.319202
11/18/72,102,1507,12,7.31854
11/19/72,87,1385,8,7.234177
11/20/72,119,1632,10,7.398174
11/21/72,107,1687,12,7.4313
11/22/72,97,1508,6,7.319202
11/23/72,102,1507,12,7.31854
11/24/72,87,1385,8,7.234177
11/25/72,119,1632,10,7.398174
11/26/72,107,1687,12,7.4313
11/27/72,97,1508,6,7.319202
11/28/72,102,1507,12,7.31854
11/29/72,87,1385,8,7.234177
11/30/72,119,1632,10,7.398174
12/1/72,107,1687,12,7.4313
12/2/72,97,1508,6,7.319202
12/3/72,102,1507,12,7.31854
12/4/72,87,1385,8,7.234177
12/5/72,119,1632,10,7.398174
12/6/72,107,1687,12,7.4313
12/7/72,97,1508,6,7.319202
12/8/72,102,1507,12,7.31854
12/9/72,87,1385,8,7.234177
12/10/72,119,1632,10,7.398174
12/11/72,107,1687,12,7.4313
12/12/72,97,1508,6,7.319202
12/13/72,102,1507,12,7.31854
12/14/72,87,1385,8,7.234177
12/15/72,119,1632,10,7.398174
12/16/72,107,1687,12,7.4313
12/17/72,97,1508,6,7.319202
12/18/72,102,1507,12,7.31854
12/19/72,87,1385,8,7.234177
12/20/72,119,1632,10,7.398174
12/21/72,107,1687,12,7.4313
12/22/72,97,1508,6,7.319202
12/23/72,102,1507,12,7.31854
12/24/72,87,1385,8,7.234177
12/25/72,119,1632,10,7.398174
12/26/72,107,1687,12,7.4313
12/27/72,97,1508,6,7.319202
12/28/72,102,1507,12,7.31854
12/29/72,87,1385,8,7.234177
12/30/72,119,1632,10,7.398174
12/31/72,107,1687,12,7.4313
1/1/73,97,1508,6,7.319202
1/2/73,102,1507,12,7.31854
1/3/73,87,1385,8,7.234177
1/4/73,119,1632,10,7.398174
1/5/73,107,1687,12,7.4313
1/6/73,97,1508,6,7.319202
1/7/73,102,1507,12,7.31854
1/8/73,87,1385,8,7.234177
1/9/73,119,1632,10,7.398174
1/10/73,107,1687,12,7.4313
1/11/73,97,1508,6,7.319202
1/12/73,102,1507,12,7.31854
1/13/73,87,1385,8,7.234177
1/14/73,119,1632,10,7.398174
1/15/73,107,1687,12,7.4313
1/16/73,97,1508,6,7.319202
1/17/73,102,1507,12,7.31854
1/18/73,87,1385,8,7.234177
1/19/73,119,1632,10,7.398174
1/20/73,107,1687,12,7.4313
1/21/73,97,1508,6,7.319202
1/22/73,102,1507,12,7.31854
1/23/73,87,1385,8,7.234177
1/24/73,119,1632,10,7.398174
1/25/73,107,1687,12,7.4313
1/26/73,97,1508,6,7.319202
1/27/73,102,1507,12,7.31854
1/28/73,87,1385,8,7.234177
1/29/73,119,1632,10,7.398174
1/30/73,107,1687,12,7.4313
1/31/73,97,1508,6,7.319202
2/1/73,102,1507,12,7.31854
2/2/73,87,1385,8,7.234177
2/3/73,119,1632,10,7.398174
2/4/73,107,1687,12,7.4313
2/5/73,97,1508,6,7.319202
2/6/73,102,1507,12,7.31854
2/7/73,87,1385,8,7.234177
2/8/73,119,1632,10,7.398174
2/9/73,107,1687,12,7.4313
2/10/73,97,1508,6,7.319202
2/11/73,102,1507,12,7.31854
2/12/73,87,1385,8,7.234177
2/13/73,119,1632,10,7.398174
2/14/73,107,1687,12,7.4313
2/15/73,97,1508,6,7.319202
2/16/73,102,1507,12,7.31854
2/17/73,87,1385,8,7.234177
2/18/73,119,1632,10,7.398174
2/19/73,107,1687,12,7.4313
2/20/73,97,1508,6,7.319202
2/21/73,102,1507,12,7.31854
2/22/73,87,1385,8,7.234177
2/23/73,119,1632,10,7.398174
2/24/73,107,1687,12,7.4313
2/25/73,97,1508,6,7.319202
2/26/73,102,1507,12,7.31854
2/27/73,87,1385,8,7.234177
2/28/73,119,1632,10,7.398174
3/1/73,107,1687,12,7.4313
3/2/73,97,1508,6,7.319202
3/3/73,102,1507,12,7.31854
3/4/73,87,1385,8,7.234177
3/5/73,119,1632,10,7.398174
3/6/73,107,1687,12,7.4313
3/7/73,97,1508,6,7.319202
3/8/73,102,1507,12,7.31854
3/9/73,87,1385,8,7.234177
3/10/73,119,1632,10,7.398174
3/11/73,107,1687,12,7.4313
3/12/73,97,1508,6,7.319202
3/13/73,102,1507,12,7.31854
3/14/73,87,1385,8,7.234177
3/15/73,119,1632,10,7.398174
3/16/73,107,1687,12,7.4313
3/17/73,97,1508,6,7.319202
3/18/73,102,1507,12,7.31854
3/19/73,87,1385,8,7.234177
3/20/73,119,1632,10,7.398174
3/21/73,107,1687,12,7.4313
3/22/73,97,1508,6,7.319202
3/23/73,102,1507,12,7.31854
3/24/73,87,1385,8,7.234177
3/25/73,119,1632,10,7.398174
3/26/73,107,1687,12,7.4313
3/27/73,97,1508,6,7.319202
3/28/73,102,1507,12,7.31854
3/29/73,87,1385,8,7.234177
3/30/73,119,1632,10,7.398174
